Utah County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 127 Years
"Location ID","Location","Date","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
UT-027,"Millard County",200011,30.7,3,-7.1,37.8
UT-027,"Millard County",200012,32.0,96,3.2,28.8
UT-027,"Millard County",200101,27.3,56,-0.3,27.6
UT-027,"Millard County",200102,34.6,77,1.6,33
UT-027,"Millard County",200103,43.9,109,4.2,39.7
UT-027,"Millard County",200104,48.6,78,1.1,47.5
UT-027,"Millard County",200105,61.7,124,5.1,56.6
UT-027,"Millard County",200106,69.6,100,3.3,66.3
UT-027,"Millard County",200107,75.5,73,0.7,74.8
UT-027,"Millard County",200108,76.2,125,3.6,72.6
UT-027,"Millard County",200109,67.3,124,4.3,63
UT-027,"Millard County",200110,54.2,114,3.5,50.7
UT-027,"Millard County",200111,40.9,102,3.1,37.8
UT-027,"Millard County",200112,26.5,36,-2.3,28.8
UT-027,"Millard County",200201,29.4,73,1.8,27.6
UT-027,"Millard County",200202,31.4,36,-1.6,33
UT-027,"Millard County",200203,38.5,41,-1.2,39.7
UT-027,"Millard County",200204,51.3,112,3.8,47.5
UT-027,"Millard County",200205,58.3,84,1.7,56.6
UT-027,"Millard County",200206,70.5,109,4.2,66.3
UT-027,"Millard County",200207,78.9,124,4.1,74.8
UT-027,"Millard County",200208,73.4,80,0.8,72.6
UT-027,"Millard County",200209,63.3,61,0.3,63
UT-027,"Millard County",200210,48.1,25,-2.6,50.7
UT-027,"Millard County",200211,36.7,47,-1.1,37.8
UT-027,"Millard County",200212,32.3,102,3.5,28.8
UT-027,"Millard County",200301,38.2,126,10.6,27.6
UT-027,"Millard County",200302,33.0,57,0.0,33
UT-027,"Millard County",200303,42.9,100,3.2,39.7
UT-027,"Millard County",200304,47.5,58,0.0,47.5
UT-027,"Millard County",200305,59.3,98,2.7,56.6
UT-027,"Millard County",200306,68.5,87,2.2,66.3
UT-027,"Millard County",200307,79.6,127,4.8,74.8
UT-027,"Millard County",200308,75.5,116,2.9,72.6
UT-027,"Millard County",200309,64.1,82,1.1,63
UT-027,"Millard County",200310,56.5,125,5.8,50.7
UT-027,"Millard County",200311,35.3,28,-2.5,37.8
UT-027,"Millard County",200312,32.8,105,4.0,28.8
UT-027,"Millard County",200401,24.0,26,-3.6,27.6
UT-027,"Millard County",200402,29.2,22,-3.8,33
UT-027,"Millard County",200403,47.6,127,7.9,39.7
UT-027,"Millard County",200404,50.0,101,2.5,47.5
UT-027,"Millard County",200405,59.1,96,2.5,56.6
UT-027,"Millard County",200406,69.0,95,2.7,66.3
UT-027,"Millard County",200407,75.2,67,0.4,74.8
UT-027,"Millard County",200408,71.1,23,-1.5,72.6
UT-027,"Millard County",200409,62.6,48,-0.4,63
UT-027,"Millard County",200410,51.1,68,0.4,50.7
UT-027,"Millard County",200411,36.2,42,-1.6,37.8
UT-027,"Millard County",200412,31.8,93,3.0,28.8
UT-027,"Millard County",200501,34.0,117,6.4,27.6
UT-027,"Millard County",200502,35.7,89,2.7,33
UT-027,"Millard County",200503,40.8,76,1.1,39.7
UT-027,"Millard County",200504,46.9,46,-0.6,47.5
UT-027,"Millard County",200505,57.6,78,1.0,56.6
UT-027,"Millard County",200506,63.8,22,-2.5,66.3
UT-027,"Millard County",200507,77.6,117,2.8,74.8
UT-027,"Millard County",200508,72.7,67,0.1,72.6
UT-027,"Millard County",200509,62.6,48,-0.4,63
UT-027,"Millard County",200510,51.4,76,0.7,50.7
UT-027,"Millard County",200511,40.4,95,2.6,37.8
UT-027,"Millard County",200512,31.8,93,3.0,28.8
UT-027,"Millard County",200601,32.2,97,4.6,27.6
UT-027,"Millard County",200602,32.9,56,-0.1,33
UT-027,"Millard County",200603,38.3,38,-1.4,39.7
UT-027,"Millard County",200604,50.3,104,2.8,47.5
UT-027,"Millard County",200605,60.6,114,4.0,56.6
UT-027,"Millard County",200606,70.8,116,4.5,66.3
UT-027,"Millard County",200607,78.0,119,3.2,74.8
UT-027,"Millard County",200608,73.3,77,0.7,72.6
UT-027,"Millard County",200609,60.5,14,-2.5,63
UT-027,"Millard County",200610,49.4,40,-1.3,50.7
UT-027,"Millard County",200611,39.8,86,2.0,37.8
UT-027,"Millard County",200612,26.6,38,-2.2,28.8
UT-027,"Millard County",200701,18.4,7,-9.2,27.6
UT-027,"Millard County",200702,35.8,94,2.8,33
UT-027,"Millard County",200703,44.9,118,5.2,39.7
UT-027,"Millard County",200704,50.0,101,2.5,47.5
UT-027,"Millard County",200705,60.2,110,3.6,56.6
UT-027,"Millard County",200706,70.8,116,4.5,66.3
UT-027,"Millard County",200707,79.1,125,4.3,74.8
UT-027,"Millard County",200708,76.4,126,3.8,72.6
UT-027,"Millard County",200709,63.5,66,0.5,63
UT-027,"Millard County",200710,50.3,51,-0.4,50.7
UT-027,"Millard County",200711,40.9,102,3.1,37.8
UT-027,"Millard County",200712,26.5,36,-2.3,28.8
UT-027,"Millard County",200801,27.4,57,-0.2,27.6
UT-027,"Millard County",200802,33.0,57,0.0,33
UT-027,"Millard County",200803,39.6,53,-0.1,39.7
UT-027,"Millard County",200804,45.2,28,-2.3,47.5
UT-027,"Millard County",200805,54.8,36,-1.8,56.6
UT-027,"Millard County",200806,67.8,80,1.5,66.3
UT-027,"Millard County",200807,77.0,106,2.2,74.8
UT-027,"Millard County",200808,74.8,109,2.2,72.6
UT-027,"Millard County",200809,64.1,82,1.1,63
UT-027,"Millard County",200810,51.6,81,0.9,50.7
UT-027,"Millard County",200811,42.0,112,4.2,37.8
UT-027,"Millard County",200812,28.9,65,0.1,28.8
UT-027,"Millard County",200901,30.6,84,3.0,27.6
UT-027,"Millard County",200902,35.9,96,2.9,33
UT-027,"Millard County",200903,41.0,79,1.3,39.7
UT-027,"Millard County",200904,47.1,50,-0.4,47.5
UT-027,"Millard County",200905,60.6,114,4.0,56.6
UT-027,"Millard County",200906,64.2,25,-2.1,66.3
UT-027,"Millard County",200907,76.0,85,1.2,74.8
UT-027,"Millard County",200908,72.5,59,-0.1,72.6
UT-027,"Millard County",200909,67.0,121,4.0,63
UT-027,"Millard County",200910,47.0,20,-3.7,50.7
UT-027,"Millard County",200911,39.9,87,2.1,37.8
UT-027,"Millard County",200912,23.1,14,-5.7,28.8
UT-027,"Millard County",201001,30.0,78,2.4,27.6
UT-027,"Millard County",201002,34.1,72,1.1,33
UT-027,"Millard County",201003,40.4,71,0.7,39.7
UT-027,"Millard County",201004,45.8,37,-1.7,47.5
UT-027,"Millard County",201005,51.0,3,-5.6,56.6
UT-027,"Millard County",201006,67.4,77,1.1,66.3
UT-027,"Millard County",201007,76.0,85,1.2,74.8
UT-027,"Millard County",201008,72.9,72,0.3,72.6
UT-027,"Millard County",201009,65.4,100,2.4,63
UT-027,"Millard County",201010,52.4,91,1.7,50.7
UT-027,"Millard County",201011,36.0,38,-1.8,37.8
UT-027,"Millard County",201012,33.3,107,4.5,28.8
UT-027,"Millard County",201101,25.2,33,-2.4,27.6
UT-027,"Millard County",201102,31.2,35,-1.8,33
UT-027,"Millard County",201103,42.0,89,2.3,39.7
UT-027,"Millard County",201104,45.4,31,-2.1,47.5
UT-027,"Millard County",201105,52.6,12,-4.0,56.6
UT-027,"Millard County",201106,64.6,33,-1.7,66.3
UT-027,"Millard County",201107,74.8,57,0.0,74.8
UT-027,"Millard County",201108,75.6,118,3.0,72.6
UT-027,"Millard County",201109,65.1,97,2.1,63
UT-027,"Millard County",201110,51.6,81,0.9,50.7
UT-027,"Millard County",201111,37.7,57,-0.1,37.8
UT-027,"Millard County",201112,26.0,30,-2.8,28.8
UT-027,"Millard County",201201,33.0,107,5.4,27.6
UT-027,"Millard County",201202,33.8,68,0.8,33
UT-027,"Millard County",201203,44.9,118,5.2,39.7
UT-027,"Millard County",201204,51.3,112,3.8,47.5
UT-027,"Millard County",201205,60.0,107,3.4,56.6
UT-027,"Millard County",201206,70.4,108,4.1,66.3
UT-027,"Millard County",201207,76.0,85,1.2,74.8
UT-027,"Millard County",201208,75.9,122,3.3,72.6
UT-027,"Millard County",201209,65.5,103,2.5,63
UT-027,"Millard County",201210,52.5,95,1.8,50.7
UT-027,"Millard County",201211,42.3,115,4.5,37.8
UT-027,"Millard County",201212,30.6,79,1.8,28.8
UT-027,"Millard County",201301,16.4,5,-11.2,27.6
UT-027,"Millard County",201302,28.5,19,-4.5,33
UT-027,"Millard County",201303,43.7,107,4.0,39.7
UT-027,"Millard County",201304,46.5,44,-1.0,47.5
UT-027,"Millard County",201305,57.3,72,0.7,56.6
UT-027,"Millard County",201306,71.3,121,5.0,66.3
UT-027,"Millard County",201307,77.9,118,3.1,74.8
UT-027,"Millard County",201308,74.5,104,1.9,72.6
UT-027,"Millard County",201309,63.7,72,0.7,63
UT-027,"Millard County",201310,47.5,23,-3.2,50.7
UT-027,"Millard County",201311,39.6,83,1.8,37.8
UT-027,"Millard County",201312,21.5,6,-7.3,28.8
UT-027,"Millard County",201401,31.4,92,3.8,27.6
UT-027,"Millard County",201402,38.3,114,5.3,33
UT-027,"Millard County",201403,42.8,98,3.1,39.7
UT-027,"Millard County",201404,49.0,84,1.5,47.5
UT-027,"Millard County",201405,58.3,84,1.7,56.6
UT-027,"Millard County",201406,68.4,85,2.1,66.3
UT-027,"Millard County",201407,77.5,113,2.7,74.8
UT-027,"Millard County",201408,70.6,12,-2.0,72.6
UT-027,"Millard County",201409,66.5,115,3.5,63
UT-027,"Millard County",201410,55.0,119,4.3,50.7
UT-027,"Millard County",201411,39.3,80,1.5,37.8
UT-027,"Millard County",201412,33.9,112,5.1,28.8
UT-027,"Millard County",201501,33.1,110,5.5,27.6
UT-027,"Millard County",201502,41.4,126,8.4,33
UT-027,"Millard County",201503,46.6,124,6.9,39.7
UT-027,"Millard County",201504,48.8,82,1.3,47.5
UT-027,"Millard County",201505,55.8,49,-0.8,56.6
UT-027,"Millard County",201506,73.4,126,7.1,66.3
UT-027,"Millard County",201507,73.8,30,-1.0,74.8
UT-027,"Millard County",201508,74.5,104,1.9,72.6
UT-027,"Millard County",201509,68.3,126,5.3,63
UT-027,"Millard County",201510,56.0,122,5.3,50.7
UT-027,"Millard County",201511,35.0,22,-2.8,37.8
UT-027,"Millard County",201512,28.5,60,-0.3,28.8
UT-027,"Millard County",201601,28.2,62,0.6,27.6
UT-027,"Millard County",201602,31.5,38,-1.5,33
UT-027,"Millard County",201603,44.7,116,5.0,39.7
UT-027,"Millard County",201604,49.7,93,2.2,47.5
UT-027,"Millard County",201605,56.6,57,0.0,56.6
UT-027,"Millard County",201606,73.3,125,7.0,66.3
UT-027,"Millard County",201607,77.3,111,2.5,74.8
UT-027,"Millard County",201608,74.1,95,1.5,72.6
UT-027,"Millard County",201609,63.6,68,0.6,63
UT-027,"Millard County",201610,55.9,121,5.2,50.7
UT-027,"Millard County",201611,43.0,120,5.2,37.8
UT-027,"Millard County",201612,27.6,53,-1.2,28.8
UT-027,"Millard County",201701,27.0,51,-0.6,27.6
UT-027,"Millard County",201702,39.6,123,6.6,33
UT-027,"Millard County",201703,47.2,125,7.5,39.7
UT-027,"Millard County",201704,47.6,60,0.1,47.5
UT-027,"Millard County",201705,57.6,78,1.0,56.6
UT-027,"Millard County",201706,71.6,122,5.3,66.3
UT-027,"Millard County",201707,78.2,120,3.4,74.8
UT-027,"Millard County",201708,74.9,110,2.3,72.6
UT-027,"Millard County",201709,62.2,41,-0.8,63
UT-027,"Millard County",201710,48.9,31,-1.8,50.7
UT-027,"Millard County",201711,45.0,126,7.2,37.8
UT-027,"Millard County",201712,31.4,91,2.6,28.8
UT-027,"Millard County",201801,34.1,118,6.5,27.6
UT-027,"Millard County",201802,33.0,57,0.0,33
UT-027,"Millard County",201803,40.9,77,1.2,39.7
UT-027,"Millard County",201804,51.1,108,3.6,47.5
UT-027,"Millard County",201805,59.0,94,2.4,56.6
UT-027,"Millard County",201806,71.1,120,4.8,66.3
UT-027,"Millard County",201807,79.2,126,4.4,74.8
UT-027,"Millard County",201808,75.7,120,3.1,72.6
UT-027,"Millard County",201809,68.4,127,5.4,63
UT-027,"Millard County",201810,49.1,35,-1.6,50.7
UT-027,"Millard County",201811,35.8,35,-2.0,37.8
UT-027,"Millard County",201812,29.2,69,0.4,28.8
UT-027,"Millard County",201901,29.6,75,2.0,27.6
UT-027,"Millard County",201902,30.6,29,-2.4,33
UT-027,"Millard County",201903,40.6,74,0.9,39.7
UT-027,"Millard County",201904,50.3,104,2.8,47.5
UT-027,"Millard County",201905,51.9,6,-4.7,56.6
UT-027,"Millard County",201906,65.3,43,-1.0,66.3
UT-027,"Millard County",201907,76.4,94,1.6,74.8
UT-027,"Millard County",201908,76.2,125,3.6,72.6
UT-027,"Millard County",201909,64.9,94,1.9,63
UT-027,"Millard County",201910,43.6,2,-7.1,50.7
UT-027,"Millard County",201911,39.2,77,1.4,37.8
UT-027,"Millard County",201912,31.4,91,2.6,28.8
UT-027,"Millard County",202001,33.6,115,6.0,27.6
UT-027,"Millard County",202002,33.3,60,0.3,33
UT-027,"Millard County",202003,42.6,96,2.9,39.7
UT-027,"Millard County",202004,49.3,89,1.8,47.5
UT-027,"Millard County",202005,60.8,118,4.2,56.6
UT-027,"Millard County",202006,67.5,78,1.2,66.3
UT-027,"Millard County",202007,77.6,117,2.8,74.8
UT-027,"Millard County",202008,78.9,127,6.3,72.6
UT-027,"Millard County",202009,66.4,114,3.4,63
UT-027,"Millard County",202010,54.3,116,3.6,50.7
UT-027,"Millard County",202011,40.1,89,2.3,37.8
UT-027,"Millard County",202012,27.8,54,-1.0,28.8
UT-027,"Millard County",202101,30.2,80,2.6,27.6
UT-027,"Millard County",202102,35.3,86,2.3,33
UT-027,"Millard County",202103,39.9,60,0.2,39.7
UT-027,"Millard County",202104,49.6,92,2.1,47.5
UT-027,"Millard County",202105,58.8,89,2.2,56.6
UT-027,"Millard County",202106,74.7,127,8.4,66.3
UT-027,"Millard County",202107,78.9,124,4.1,74.8
UT-027,"Millard County",202108,73.9,89,1.3,72.6
UT-027,"Millard County",202109,66.8,120,3.8,63
UT-027,"Millard County",202110,48.9,31,-1.8,50.7
UT-029,"Morgan County",189501,18.4,20,-4.1,22.5
UT-029,"Morgan County",189502,18.6,10,-7.3,25.9
UT-029,"Morgan County",189503,27.7,15,-4.0,31.7
UT-029,"Morgan County",189504,43.3,101,2.9,40.4
UT-029,"Morgan County",189505,49.0,61,0.1,48.9
UT-029,"Morgan County",189506,54.2,15,-2.9,57.1
UT-029,"Morgan County",189507,62.2,5,-3.2,65.4
UT-029,"Morgan County",189508,64.0,61,0.2,63.8
UT-029,"Morgan County",189509,53.6,30,-1.2,54.8
UT-029,"Morgan County",189510,44.1,55,-0.1,44.2
UT-029,"Morgan County",189511,26.3,7,-5.6,31.9
UT-029,"Morgan County",189512,17.3,7,-6.8,24.1
UT-029,"Morgan County",189601,25.0,81,2.5,22.5
UT-029,"Morgan County",189602,25.9,56,0.0,25.9
UT-029,"Morgan County",189603,29.6,32,-2.1,31.7
UT-029,"Morgan County",189604,36.9,18,-3.5,40.4
UT-029,"Morgan County",189605,43.1,1,-5.8,48.9
UT-029,"Morgan County",189606,60.0,99,2.9,57.1
UT-029,"Morgan County",189607,63.8,20,-1.6,65.4
UT-029,"Morgan County",189608,62.5,37,-1.3,63.8
UT-029,"Morgan County",189609,53.3,23,-1.5,54.8
UT-029,"Morgan County",189610,44.5,65,0.3,44.2
UT-029,"Morgan County",189611,27.3,15,-4.6,31.9
UT-029,"Morgan County",189612,28.2,106,4.1,24.1
UT-029,"Morgan County",189701,21.7,51,-0.8,22.5
UT-029,"Morgan County",189702,23.9,35,-2.0,25.9
UT-029,"Morgan County",189703,21.9,3,-9.8,31.7
UT-029,"Morgan County",189704,38.5,33,-1.9,40.4
UT-029,"Morgan County",189705,53.4,122,4.5,48.9
UT-029,"Morgan County",189706,55.5,38,-1.6,57.1
UT-029,"Morgan County",189707,60.7,2,-4.7,65.4
UT-029,"Morgan County",189708,64.3,69,0.5,63.8
UT-029,"Morgan County",189709,55.3,68,0.5,54.8
UT-029,"Morgan County",189710,41.0,18,-3.2,44.2
UT-029,"Morgan County",189711,33.1,70,1.2,31.9
UT-029,"Morgan County",189712,18.4,12,-5.7,24.1
UT-029,"Morgan County",189801,11.8,3,-10.7,22.5
UT-029,"Morgan County",189802,25.0,44,-0.9,25.9
UT-029,"Morgan County",189803,26.3,10,-5.4,31.7
UT-029,"Morgan County",189804,44.0,110,3.6,40.4
UT-029,"Morgan County",189805,45.8,19,-3.1,48.9
UT-029,"Morgan County",189806,57.7,75,0.6,57.1
UT-029,"Morgan County",189807,65.9,72,0.5,65.4
UT-029,"Morgan County",189808,67.2,120,3.4,63.8
UT-029,"Morgan County",189809,55.0,58,0.2,54.8
UT-029,"Morgan County",189810,40.0,10,-4.2,44.2
UT-029,"Morgan County",189811,29.0,24,-2.9,31.9
UT-029,"Morgan County",189812,14.5,3,-9.6,24.1
UT-029,"Morgan County",189901,26.2,93,3.7,22.5
UT-029,"Morgan County",189902,21.1,21,-4.8,25.9
UT-029,"Morgan County",189903,29.8,35,-1.9,31.7
UT-029,"Morgan County",189904,40.5,61,0.1,40.4
UT-029,"Morgan County",189905,45.0,12,-3.9,48.9
UT-029,"Morgan County",189906,55.6,39,-1.5,57.1
UT-029,"Morgan County",189907,65.5,58,0.1,65.4
UT-029,"Morgan County",189908,59.9,2,-3.9,63.8
UT-029,"Morgan County",189909,57.1,101,2.3,54.8
UT-029,"Morgan County",189910,39.7,9,-4.5,44.2
UT-029,"Morgan County",189911,36.4,113,4.5,31.9
UT-029,"Morgan County",189912,20.3,25,-3.8,24.1
UT-029,"Morgan County",190001,28.8,118,6.3,22.5
UT-029,"Morgan County",190002,26.3,62,0.4,25.9
UT-029,"Morgan County",190003,38.6,119,6.9,31.7
UT-029,"Morgan County",190004,40.9,67,0.5,40.4
UT-029,"Morgan County",190005,51.2,94,2.3,48.9
UT-029,"Morgan County",190006,62.3,121,5.2,57.1
UT-029,"Morgan County",190007,64.4,33,-1.0,65.4
UT-029,"Morgan County",190008,62.3,29,-1.5,63.8
UT-029,"Morgan County",190009,52.8,18,-2.0,54.8
UT-029,"Morgan County",190010,43.3,40,-0.9,44.2
UT-029,"Morgan County",190011,35.3,97,3.4,31.9
UT-029,"Morgan County",190012,27.5,101,3.4,24.1
UT-029,"Morgan County",190101,24.1,69,1.6,22.5
UT-029,"Morgan County",190102,25.5,50,-0.4,25.9
UT-029,"Morgan County",190103,29.8,35,-1.9,31.7
UT-029,"Morgan County",190104,39.3,45,-1.1,40.4
UT-029,"Morgan County",190105,53.0,119,4.1,48.9
UT-029,"Morgan County",190106,54.6,20,-2.5,57.1
UT-029,"Morgan County",190107,68.5,116,3.1,65.4
UT-029,"Morgan County",190108,66.2,110,2.4,63.8
UT-029,"Morgan County",190109,52.7,17,-2.1,54.8
UT-029,"Morgan County",190110,46.0,90,1.8,44.2
UT-029,"Morgan County",190111,36.6,114,4.7,31.9
UT-029,"Morgan County",190112,26.7,93,2.6,24.1
UT-029,"Morgan County",190201,23.4,63,0.9,22.5
UT-029,"Morgan County",190202,31.0,114,5.1,25.9
UT-029,"Morgan County",190203,27.8,16,-3.9,31.7
UT-029,"Morgan County",190204,40.1,56,-0.3,40.4
UT-029,"Morgan County",190205,48.6,56,-0.3,48.9
UT-029,"Morgan County",190206,57.8,76,0.7,57.1
UT-029,"Morgan County",190207,61.1,3,-4.3,65.4
UT-029,"Morgan County",190208,62.4,31,-1.4,63.8
UT-029,"Morgan County",190209,53.8,33,-1.0,54.8
UT-029,"Morgan County",190210,44.2,57,0.0,44.2
UT-029,"Morgan County",190211,32.4,61,0.5,31.9
UT-029,"Morgan County",190212,24.7,69,0.6,24.1
UT-029,"Morgan County",190301,24.2,70,1.7,22.5
UT-029,"Morgan County",190302,11.5,1,-14.4,25.9
UT-029,"Morgan County",190303,29.6,32,-2.1,31.7
UT-029,"Morgan County",190304,38.8,38,-1.6,40.4
UT-029,"Morgan County",190305,45.3,14,-3.6,48.9
UT-029,"Morgan County",190306,59.4,94,2.3,57.1
UT-029,"Morgan County",190307,62.0,4,-3.4,65.4
UT-029,"Morgan County",190308,63.8,57,0.0,63.8
UT-029,"Morgan County",190309,50.8,5,-4.0,54.8
UT-029,"Morgan County",190310,43.4,42,-0.8,44.2
UT-029,"Morgan County",190311,32.6,62,0.7,31.9
UT-029,"Morgan County",190312,22.2,37,-1.9,24.1
UT-029,"Morgan County",190401,17.7,16,-4.8,22.5
UT-029,"Morgan County",190402,28.0,81,2.1,25.9
UT-029,"Morgan County",190403,31.2,49,-0.5,31.7
UT-029,"Morgan County",190404,41.2,72,0.8,40.4
UT-029,"Morgan County",190405,48.9,59,0.0,48.9
UT-029,"Morgan County",190406,55.2,29,-1.9,57.1
UT-029,"Morgan County",190407,62.4,6,-3.0,65.4
UT-029,"Morgan County",190408,62.2,25,-1.6,63.8
UT-029,"Morgan County",190409,54.4,47,-0.4,54.8
UT-029,"Morgan County",190410,44.3,58,0.1,44.2
UT-029,"Morgan County",190411,34.2,87,2.3,31.9
UT-029,"Morgan County",190412,24.3,59,0.2,24.1
UT-029,"Morgan County",190501,25.9,88,3.4,22.5
UT-029,"Morgan County",190502,25.6,51,-0.3,25.9
UT-029,"Morgan County",190503,35.7,104,4.0,31.7
UT-029,"Morgan County",190504,41.8,84,1.4,40.4
UT-029,"Morgan County",190505,45.4,16,-3.5,48.9
UT-029,"Morgan County",190506,56.3,44,-0.8,57.1
UT-029,"Morgan County",190507,64.2,29,-1.2,65.4
UT-029,"Morgan County",190508,64.2,67,0.4,63.8
UT-029,"Morgan County",190509,54.7,56,-0.1,54.8
UT-029,"Morgan County",190510,38.5,6,-5.7,44.2
UT-029,"Morgan County",190511,33.0,67,1.1,31.9
UT-029,"Morgan County",190512,17.4,8,-6.7,24.1
UT-029,"Morgan County",190601,21.1,43,-1.4,22.5
UT-029,"Morgan County",190602,26.5,67,0.6,25.9
UT-029,"Morgan County",190603,29.0,23,-2.7,31.7
UT-029,"Morgan County",190604,41.2,72,0.8,40.4
UT-029,"Morgan County",190605,46.9,31,-2.0,48.9
UT-029,"Morgan County",190606,52.1,4,-5.0,57.1
UT-029,"Morgan County",190607,64.0,25,-1.4,65.4
UT-029,"Morgan County",190608,61.3,12,-2.5,63.8
UT-029,"Morgan County",190609,53.3,23,-1.5,54.8
UT-029,"Morgan County",190610,41.7,22,-2.5,44.2
UT-029,"Morgan County",190611,30.3,40,-1.6,31.9
UT-029,"Morgan County",190612,30.7,121,6.6,24.1
UT-029,"Morgan County",190701,23.7,66,1.2,22.5
UT-029,"Morgan County",190702,34.6,126,8.7,25.9
UT-029,"Morgan County",190703,35.0,94,3.3,31.7
UT-029,"Morgan County",190704,41.9,85,1.5,40.4
UT-029,"Morgan County",190705,46.1,22,-2.8,48.9
UT-029,"Morgan County",190706,50.6,1,-6.5,57.1
UT-029,"Morgan County",190707,63.5,15,-1.9,65.4
UT-029,"Morgan County",190708,60.3,3,-3.5,63.8
UT-029,"Morgan County",190709,53.4,26,-1.4,54.8
UT-029,"Morgan County",190710,48.0,120,3.8,44.2
UT-029,"Morgan County",190711,32.3,59,0.4,31.9
UT-029,"Morgan County",190712,26.0,86,1.9,24.1
UT-029,"Morgan County",190801,21.6,50,-0.9,22.5
UT-029,"Morgan County",190802,24.4,40,-1.5,25.9
UT-029,"Morgan County",190803,32.0,57,0.3,31.7
UT-029,"Morgan County",190804,42.6,91,2.2,40.4
UT-029,"Morgan County",190805,44.4,5,-4.5,48.9
UT-029,"Morgan County",190806,51.4,3,-5.7,57.1
UT-029,"Morgan County",190807,64.4,33,-1.0,65.4
UT-029,"Morgan County",190808,60.5,4,-3.3,63.8
UT-029,"Morgan County",190809,52.6,16,-2.2,54.8
UT-029,"Morgan County",190810,37.9,3,-6.3,44.2
UT-029,"Morgan County",190811,29.0,24,-2.9,31.9
UT-029,"Morgan County",190812,22.3,39,-1.8,24.1
UT-029,"Morgan County",190901,28.6,117,6.1,22.5
UT-029,"Morgan County",190902,25.7,54,-0.2,25.9
UT-029,"Morgan County",190903,29.7,34,-2.0,31.7
UT-029,"Morgan County",190904,36.0,7,-4.4,40.4
UT-029,"Morgan County",190905,44.5,7,-4.4,48.9
UT-029,"Morgan County",190906,58.4,82,1.3,57.1
UT-029,"Morgan County",190907,64.1,27,-1.3,65.4
UT-029,"Morgan County",190908,64.2,67,0.4,63.8
UT-029,"Morgan County",190909,53.0,20,-1.8,54.8
UT-029,"Morgan County",190910,43.7,47,-0.5,44.2
UT-029,"Morgan County",190911,33.6,76,1.7,31.9
UT-029,"Morgan County",190912,14.1,1,-10.0,24.1
UT-029,"Morgan County",191001,20.2,35,-2.3,22.5
UT-029,"Morgan County",191002,21.9,25,-4.0,25.9
UT-029,"Morgan County",191003,39.7,124,8.0,31.7
UT-029,"Morgan County",191004,44.9,118,4.5,40.4
UT-029,"Morgan County",191005,49.7,73,0.8,48.9
UT-029,"Morgan County",191006,59.5,95,2.4,57.1
UT-029,"Morgan County",191007,66.1,78,0.7,65.4
UT-029,"Morgan County",191008,62.3,29,-1.5,63.8
UT-029,"Morgan County",191009,56.3,87,1.5,54.8
UT-029,"Morgan County",191010,43.4,42,-0.8,44.2
UT-029,"Morgan County",191011,36.0,109,4.1,31.9
UT-029,"Morgan County",191012,28.3,108,4.2,24.1
UT-029,"Morgan County",191101,27.9,112,5.4,22.5
UT-029,"Morgan County",191102,20.3,16,-5.6,25.9
UT-029,"Morgan County",191103,33.4,73,1.7,31.7
UT-029,"Morgan County",191104,39.2,42,-1.2,40.4
UT-029,"Morgan County",191105,48.0,48,-0.9,48.9
UT-029,"Morgan County",191106,57.2,58,0.1,57.1
UT-029,"Morgan County",191107,63.1,11,-2.3,65.4
UT-029,"Morgan County",191108,62.5,37,-1.3,63.8
UT-029,"Morgan County",191109,53.9,35,-0.9,54.8
UT-029,"Morgan County",191110,40.4,13,-3.8,44.2
UT-029,"Morgan County",191111,28.4,21,-3.5,31.9
UT-029,"Morgan County",191112,19.7,18,-4.4,24.1
UT-029,"Morgan County",191201,25.7,87,3.2,22.5
UT-029,"Morgan County",191202,27.0,70,1.1,25.9
UT-029,"Morgan County",191203,30.0,37,-1.7,31.7
UT-029,"Morgan County",191204,37.2,23,-3.2,40.4
UT-029,"Morgan County",191205,46.1,22,-2.8,48.9
UT-029,"Morgan County",191206,57.7,75,0.6,57.1
UT-029,"Morgan County",191207,62.4,6,-3.0,65.4
UT-029,"Morgan County",191208,60.7,5,-3.1,63.8
UT-029,"Morgan County",191209,47.9,1,-6.9,54.8
UT-029,"Morgan County",191210,41.0,18,-3.2,44.2
UT-029,"Morgan County",191211,33.8,83,1.9,31.9
UT-029,"Morgan County",191212,20.8,26,-3.3,24.1
UT-029,"Morgan County",191301,20.1,33,-2.4,22.5
UT-029,"Morgan County",191302,23.0,30,-2.9,25.9
UT-029,"Morgan County",191303,28.4,21,-3.3,31.7
UT-029,"Morgan County",191304,42.8,94,2.4,40.4
UT-029,"Morgan County",191305,51.2,94,2.3,48.9
UT-029,"Morgan County",191306,57.2,58,0.1,57.1
UT-029,"Morgan County",191307,62.8,9,-2.6,65.4
UT-029,"Morgan County",191308,64.6,73,0.8,63.8
UT-029,"Morgan County",191309,53.8,33,-1.0,54.8
UT-029,"Morgan County",191310,41.2,21,-3.0,44.2
UT-029,"Morgan County",191311,35.2,96,3.3,31.9
UT-029,"Morgan County",191312,22.4,40,-1.7,24.1
UT-029,"Morgan County",191401,26.7,101,4.2,22.5
UT-029,"Morgan County",191402,25.0,44,-0.9,25.9
UT-029,"Morgan County",191403,33.9,79,2.2,31.7
UT-029,"Morgan County",191404,43.4,104,3.0,40.4
